,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
1869,Samajwadi Party - SP,37,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
1870,Bharatiya Janata Party - BJP,33,Kairana(2),IQRA CHOUDHARY,528013,69116,Uttar Pradesh
1871,Bharatiya Janata Party - BJP,33,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Uttar Pradesh
1872,Bharatiya Janata Party - BJP,33,Moradabad(6),RUCHI VIRA,637363,105762,Uttar Pradesh
1873,Bharatiya Janata Party - BJP,33,Rampur(7),MOHIBBULLAH,481503,87434,Uttar Pradesh
1874,Bharatiya Janata Party - BJP,33,Sambhal(8),ZIA UR REHMAN,571161,121494,Uttar Pradesh
1875,Bharatiya Janata Party - BJP,33,Firozabad(20),AKSHAYA YADAV,543037,89312,Uttar Pradesh
1876,Bharatiya Janata Party - BJP,33,Mainpuri(21),DIMPLE YADAV,598526,221639,Uttar Pradesh
1877,Bharatiya Janata Party - BJP,33,Etah(22),DEVESH SHAKYA,475808,28052,Uttar Pradesh
1878,Bharatiya Janata Party - BJP,33,Badaun(23),ADITYA YADAV,501855,34991,Uttar Pradesh
1879,Bharatiya Janata Party - BJP,33,Aonla(24),NEERAJ MAURYA,492515,15969,Uttar Pradesh
1880,Bharatiya Janata Party - BJP,33,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Uttar Pradesh
1881,Bharatiya Janata Party - BJP,33,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Uttar Pradesh
1882,Bharatiya Janata Party - BJP,33,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Uttar Pradesh
1883,Bharatiya Janata Party - BJP,33,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Uttar Pradesh
1884,Bharatiya Janata Party - BJP,33,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Uttar Pradesh
1885,Bharatiya Janata Party - BJP,33,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Uttar Pradesh
1886,Bharatiya Janata Party - BJP,33,Kannauj(42),AKHILESH YADAV,642292,170922,Uttar Pradesh
1887,Bharatiya Janata Party - BJP,33,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Uttar Pradesh
1888,Bharatiya Janata Party - BJP,33,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Uttar Pradesh
1889,Bharatiya Janata Party - BJP,33,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Uttar Pradesh
1890,Bharatiya Janata Party - BJP,33,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Uttar Pradesh
1891,Bharatiya Janata Party - BJP,33,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Uttar Pradesh
1892,Bharatiya Janata Party - BJP,33,Faizabad(54),AWADHESH PRASAD,554289,54567,Uttar Pradesh
1893,Bharatiya Janata Party - BJP,33,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Uttar Pradesh
1894,Bharatiya Janata Party - BJP,33,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Uttar Pradesh
1895,Bharatiya Janata Party - BJP,33,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Uttar Pradesh
1896,Bharatiya Janata Party - BJP,33,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Uttar Pradesh
1897,Bharatiya Janata Party - BJP,33,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Uttar Pradesh
1898,Bharatiya Janata Party - BJP,33,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Uttar Pradesh
1899,Bharatiya Janata Party - BJP,33,Ghosi(70),RAJEEV RAI,503131,162943,Uttar Pradesh
1900,Bharatiya Janata Party - BJP,33,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Uttar Pradesh
1901,Bharatiya Janata Party - BJP,33,Ballia(72),SANATAN PANDEY,467068,43384,Uttar Pradesh
1902,Bharatiya Janata Party - BJP,33,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Uttar Pradesh
1903,Bharatiya Janata Party - BJP,33,Machhlishahr(74),PRIYA SAROJ,451292,35850,Uttar Pradesh
1904,Bharatiya Janata Party - BJP,33,Ghazipur(75),AFZAL ANSARI,539912,124861,Uttar Pradesh
1905,Bharatiya Janata Party - BJP,33,Chandauli(76),BIRENDRA SINGH,474476,21565,Uttar Pradesh
1906,Bharatiya Janata Party - BJP,33,Robertsganj(80),CHHOTELAL,465848,129234,Uttar Pradesh
1907,Bharatiya Janata Party - BJP,33,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Uttar Pradesh
1908,Bharatiya Janata Party - BJP,33,Meerut(10),ARUN GOVIL,546469,10585,Uttar Pradesh
1909,Bharatiya Janata Party - BJP,33,Ghaziabad(12),ATUL GARG,854170,336965,Uttar Pradesh
1910,Bharatiya Janata Party - BJP,33,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Uttar Pradesh
1911,Bharatiya Janata Party - BJP,33,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Uttar Pradesh
1912,Bharatiya Janata Party - BJP,33,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Uttar Pradesh
1913,Bharatiya Janata Party - BJP,33,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Uttar Pradesh
1914,Bharatiya Janata Party - BJP,33,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Uttar Pradesh
1915,Bharatiya Janata Party - BJP,33,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Uttar Pradesh
1916,Bharatiya Janata Party - BJP,33,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Uttar Pradesh
1917,Bharatiya Janata Party - BJP,33,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Uttar Pradesh
1918,Bharatiya Janata Party - BJP,33,Pilibhit(26),JITIN PRASADA,607158,164935,Uttar Pradesh
1919,Bharatiya Janata Party - BJP,33,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Uttar Pradesh
1920,Bharatiya Janata Party - BJP,33,Hardoi(31),JAI PRAKASH,486798,27856,Uttar Pradesh
1921,Bharatiya Janata Party - BJP,33,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Uttar Pradesh
1922,Bharatiya Janata Party - BJP,33,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Uttar Pradesh
1923,Bharatiya Janata Party - BJP,33,Lucknow(35),RAJ NATH SINGH,612709,135159,Uttar Pradesh
1924,Bharatiya Janata Party - BJP,33,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Uttar Pradesh
1925,Bharatiya Janata Party - BJP,33,Kanpur(43),RAMESH AWASTHI,443055,20968,Uttar Pradesh
1926,Bharatiya Janata Party - BJP,33,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Uttar Pradesh
1927,Bharatiya Janata Party - BJP,33,Jhansi(46),ANURAG SHARMA,690316,102614,Uttar Pradesh
1928,Bharatiya Janata Party - BJP,33,Phulpur(51),PRAVEEN PATEL,452600,4332,Uttar Pradesh
1929,Bharatiya Janata Party - BJP,33,Baharaich(56),ANAND KUMAR,518802,64227,Uttar Pradesh
1930,Bharatiya Janata Party - BJP,33,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Uttar Pradesh
1931,Bharatiya Janata Party - BJP,33,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Uttar Pradesh
1932,Bharatiya Janata Party - BJP,33,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Uttar Pradesh
1933,Bharatiya Janata Party - BJP,33,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Uttar Pradesh
1934,Bharatiya Janata Party - BJP,33,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Uttar Pradesh
1935,Bharatiya Janata Party - BJP,33,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Uttar Pradesh
1936,Bharatiya Janata Party - BJP,33,Deoria(66),SHASHANK MANI,504541,34842,Uttar Pradesh
1937,Bharatiya Janata Party - BJP,33,Bansgaon(67),KAMLESH PASWAN,428693,3150,Uttar Pradesh
1938,Bharatiya Janata Party - BJP,33,Varanasi(77),NARENDRA MODI,612970,152513,Uttar Pradesh
1939,Bharatiya Janata Party - BJP,33,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Uttar Pradesh
1940,Bharatiya Janata Party - BJP,33,Saharanpur(1),IMRAN MASOOD,547967,64542,Uttar Pradesh
1941,Bharatiya Janata Party - BJP,33,Sitapur(30),RAKESH RATHOR,531138,89641,Uttar Pradesh
1942,Bharatiya Janata Party - BJP,33,Rae Bareli(36),RAHUL GANDHI,687649,390030,Uttar Pradesh
1943,Bharatiya Janata Party - BJP,33,Amethi(37),KISHORI LAL,539228,167196,Uttar Pradesh
1944,Bharatiya Janata Party - BJP,33,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Uttar Pradesh
1945,Bharatiya Janata Party - BJP,33,Barabanki(53),TANUJ PUNIA,719927,215704,Uttar Pradesh
1946,Bharatiya Janata Party - BJP,33,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Uttar Pradesh
1947,Bharatiya Janata Party - BJP,33,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Uttar Pradesh
1948,Bharatiya Janata Party - BJP,33,Nagina(5),CHANDRASHEKHAR,512552,151473,Uttar Pradesh
1949,Bharatiya Janata Party - BJP,33,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
1950,Indian National Congress - INC,6,Kairana(2),IQRA CHOUDHARY,528013,69116,Uttar Pradesh
1951,Indian National Congress - INC,6,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Uttar Pradesh
1952,Indian National Congress - INC,6,Moradabad(6),RUCHI VIRA,637363,105762,Uttar Pradesh
1953,Indian National Congress - INC,6,Rampur(7),MOHIBBULLAH,481503,87434,Uttar Pradesh
1954,Indian National Congress - INC,6,Sambhal(8),ZIA UR REHMAN,571161,121494,Uttar Pradesh
1955,Indian National Congress - INC,6,Firozabad(20),AKSHAYA YADAV,543037,89312,Uttar Pradesh
1956,Indian National Congress - INC,6,Mainpuri(21),DIMPLE YADAV,598526,221639,Uttar Pradesh
1957,Indian National Congress - INC,6,Etah(22),DEVESH SHAKYA,475808,28052,Uttar Pradesh
1958,Indian National Congress - INC,6,Badaun(23),ADITYA YADAV,501855,34991,Uttar Pradesh
1959,Indian National Congress - INC,6,Aonla(24),NEERAJ MAURYA,492515,15969,Uttar Pradesh
1960,Indian National Congress - INC,6,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Uttar Pradesh
1961,Indian National Congress - INC,6,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Uttar Pradesh
1962,Indian National Congress - INC,6,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Uttar Pradesh
1963,Indian National Congress - INC,6,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Uttar Pradesh
1964,Indian National Congress - INC,6,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Uttar Pradesh
1965,Indian National Congress - INC,6,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Uttar Pradesh
1966,Indian National Congress - INC,6,Kannauj(42),AKHILESH YADAV,642292,170922,Uttar Pradesh
1967,Indian National Congress - INC,6,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Uttar Pradesh
1968,Indian National Congress - INC,6,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Uttar Pradesh
1969,Indian National Congress - INC,6,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Uttar Pradesh
1970,Indian National Congress - INC,6,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Uttar Pradesh
1971,Indian National Congress - INC,6,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Uttar Pradesh
1972,Indian National Congress - INC,6,Faizabad(54),AWADHESH PRASAD,554289,54567,Uttar Pradesh
1973,Indian National Congress - INC,6,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Uttar Pradesh
1974,Indian National Congress - INC,6,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Uttar Pradesh
1975,Indian National Congress - INC,6,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Uttar Pradesh
1976,Indian National Congress - INC,6,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Uttar Pradesh
1977,Indian National Congress - INC,6,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Uttar Pradesh
1978,Indian National Congress - INC,6,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Uttar Pradesh
1979,Indian National Congress - INC,6,Ghosi(70),RAJEEV RAI,503131,162943,Uttar Pradesh
1980,Indian National Congress - INC,6,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Uttar Pradesh
1981,Indian National Congress - INC,6,Ballia(72),SANATAN PANDEY,467068,43384,Uttar Pradesh
1982,Indian National Congress - INC,6,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Uttar Pradesh
1983,Indian National Congress - INC,6,Machhlishahr(74),PRIYA SAROJ,451292,35850,Uttar Pradesh
1984,Indian National Congress - INC,6,Ghazipur(75),AFZAL ANSARI,539912,124861,Uttar Pradesh
1985,Indian National Congress - INC,6,Chandauli(76),BIRENDRA SINGH,474476,21565,Uttar Pradesh
1986,Indian National Congress - INC,6,Robertsganj(80),CHHOTELAL,465848,129234,Uttar Pradesh
1987,Indian National Congress - INC,6,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Uttar Pradesh
1988,Indian National Congress - INC,6,Meerut(10),ARUN GOVIL,546469,10585,Uttar Pradesh
1989,Indian National Congress - INC,6,Ghaziabad(12),ATUL GARG,854170,336965,Uttar Pradesh
1990,Indian National Congress - INC,6,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Uttar Pradesh
1991,Indian National Congress - INC,6,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Uttar Pradesh
1992,Indian National Congress - INC,6,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Uttar Pradesh
1993,Indian National Congress - INC,6,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Uttar Pradesh
1994,Indian National Congress - INC,6,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Uttar Pradesh
1995,Indian National Congress - INC,6,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Uttar Pradesh
1996,Indian National Congress - INC,6,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Uttar Pradesh
1997,Indian National Congress - INC,6,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Uttar Pradesh
1998,Indian National Congress - INC,6,Pilibhit(26),JITIN PRASADA,607158,164935,Uttar Pradesh
1999,Indian National Congress - INC,6,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Uttar Pradesh
2000,Indian National Congress - INC,6,Hardoi(31),JAI PRAKASH,486798,27856,Uttar Pradesh
2001,Indian National Congress - INC,6,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Uttar Pradesh
2002,Indian National Congress - INC,6,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Uttar Pradesh
2003,Indian National Congress - INC,6,Lucknow(35),RAJ NATH SINGH,612709,135159,Uttar Pradesh
2004,Indian National Congress - INC,6,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Uttar Pradesh
2005,Indian National Congress - INC,6,Kanpur(43),RAMESH AWASTHI,443055,20968,Uttar Pradesh
2006,Indian National Congress - INC,6,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Uttar Pradesh
2007,Indian National Congress - INC,6,Jhansi(46),ANURAG SHARMA,690316,102614,Uttar Pradesh
2008,Indian National Congress - INC,6,Phulpur(51),PRAVEEN PATEL,452600,4332,Uttar Pradesh
2009,Indian National Congress - INC,6,Baharaich(56),ANAND KUMAR,518802,64227,Uttar Pradesh
2010,Indian National Congress - INC,6,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Uttar Pradesh
2011,Indian National Congress - INC,6,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Uttar Pradesh
2012,Indian National Congress - INC,6,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Uttar Pradesh
2013,Indian National Congress - INC,6,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Uttar Pradesh
2014,Indian National Congress - INC,6,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Uttar Pradesh
2015,Indian National Congress - INC,6,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Uttar Pradesh
2016,Indian National Congress - INC,6,Deoria(66),SHASHANK MANI,504541,34842,Uttar Pradesh
2017,Indian National Congress - INC,6,Bansgaon(67),KAMLESH PASWAN,428693,3150,Uttar Pradesh
2018,Indian National Congress - INC,6,Varanasi(77),NARENDRA MODI,612970,152513,Uttar Pradesh
2019,Indian National Congress - INC,6,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Uttar Pradesh
2020,Indian National Congress - INC,6,Saharanpur(1),IMRAN MASOOD,547967,64542,Uttar Pradesh
2021,Indian National Congress - INC,6,Sitapur(30),RAKESH RATHOR,531138,89641,Uttar Pradesh
2022,Indian National Congress - INC,6,Rae Bareli(36),RAHUL GANDHI,687649,390030,Uttar Pradesh
2023,Indian National Congress - INC,6,Amethi(37),KISHORI LAL,539228,167196,Uttar Pradesh
2024,Indian National Congress - INC,6,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Uttar Pradesh
2025,Indian National Congress - INC,6,Barabanki(53),TANUJ PUNIA,719927,215704,Uttar Pradesh
2026,Indian National Congress - INC,6,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Uttar Pradesh
2027,Indian National Congress - INC,6,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Uttar Pradesh
2028,Indian National Congress - INC,6,Nagina(5),CHANDRASHEKHAR,512552,151473,Uttar Pradesh
2029,Indian National Congress - INC,6,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Uttar Pradesh
2030,Rashtriya Lok Dal - RLD,2,Kairana(2),IQRA CHOUDHARY,528013,69116,Uttar Pradesh
2031,Rashtriya Lok Dal - RLD,2,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Uttar Pradesh
2032,Rashtriya Lok Dal - RLD,2,Moradabad(6),RUCHI VIRA,637363,105762,Uttar Pradesh
2033,Rashtriya Lok Dal - RLD,2,Rampur(7),MOHIBBULLAH,481503,87434,Uttar Pradesh
2034,Rashtriya Lok Dal - RLD,2,Sambhal(8),ZIA UR REHMAN,571161,121494,Uttar Pradesh
2035,Rashtriya Lok Dal - RLD,2,Firozabad(20),AKSHAYA YADAV,543037,89312,Uttar Pradesh
2036,Rashtriya Lok Dal - RLD,2,Mainpuri(21),DIMPLE YADAV,598526,221639,Uttar Pradesh
2037,Rashtriya Lok Dal - RLD,2,Etah(22),DEVESH SHAKYA,475808,28052,Uttar Pradesh
2038,Rashtriya Lok Dal - RLD,2,Badaun(23),ADITYA YADAV,501855,34991,Uttar Pradesh
2039,Rashtriya Lok Dal - RLD,2,Aonla(24),NEERAJ MAURYA,492515,15969,Uttar Pradesh
2040,Rashtriya Lok Dal - RLD,2,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Uttar Pradesh
2041,Rashtriya Lok Dal - RLD,2,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Uttar Pradesh
2042,Rashtriya Lok Dal - RLD,2,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Uttar Pradesh
2043,Rashtriya Lok Dal - RLD,2,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Uttar Pradesh
2044,Rashtriya Lok Dal - RLD,2,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Uttar Pradesh
2045,Rashtriya Lok Dal - RLD,2,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Uttar Pradesh
2046,Rashtriya Lok Dal - RLD,2,Kannauj(42),AKHILESH YADAV,642292,170922,Uttar Pradesh
2047,Rashtriya Lok Dal - RLD,2,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Uttar Pradesh
2048,Rashtriya Lok Dal - RLD,2,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Uttar Pradesh
2049,Rashtriya Lok Dal - RLD,2,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Uttar Pradesh
2050,Rashtriya Lok Dal - RLD,2,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Uttar Pradesh
2051,Rashtriya Lok Dal - RLD,2,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Uttar Pradesh
2052,Rashtriya Lok Dal - RLD,2,Faizabad(54),AWADHESH PRASAD,554289,54567,Uttar Pradesh
2053,Rashtriya Lok Dal - RLD,2,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Uttar Pradesh
2054,Rashtriya Lok Dal - RLD,2,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Uttar Pradesh
2055,Rashtriya Lok Dal - RLD,2,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Uttar Pradesh
2056,Rashtriya Lok Dal - RLD,2,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Uttar Pradesh
2057,Rashtriya Lok Dal - RLD,2,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Uttar Pradesh
2058,Rashtriya Lok Dal - RLD,2,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Uttar Pradesh
2059,Rashtriya Lok Dal - RLD,2,Ghosi(70),RAJEEV RAI,503131,162943,Uttar Pradesh
2060,Rashtriya Lok Dal - RLD,2,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Uttar Pradesh
2061,Rashtriya Lok Dal - RLD,2,Ballia(72),SANATAN PANDEY,467068,43384,Uttar Pradesh
2062,Rashtriya Lok Dal - RLD,2,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Uttar Pradesh
2063,Rashtriya Lok Dal - RLD,2,Machhlishahr(74),PRIYA SAROJ,451292,35850,Uttar Pradesh
2064,Rashtriya Lok Dal - RLD,2,Ghazipur(75),AFZAL ANSARI,539912,124861,Uttar Pradesh
2065,Rashtriya Lok Dal - RLD,2,Chandauli(76),BIRENDRA SINGH,474476,21565,Uttar Pradesh
2066,Rashtriya Lok Dal - RLD,2,Robertsganj(80),CHHOTELAL,465848,129234,Uttar Pradesh
2067,Rashtriya Lok Dal - RLD,2,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Uttar Pradesh
2068,Rashtriya Lok Dal - RLD,2,Meerut(10),ARUN GOVIL,546469,10585,Uttar Pradesh
2069,Rashtriya Lok Dal - RLD,2,Ghaziabad(12),ATUL GARG,854170,336965,Uttar Pradesh
2070,Rashtriya Lok Dal - RLD,2,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Uttar Pradesh
2071,Rashtriya Lok Dal - RLD,2,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Uttar Pradesh
2072,Rashtriya Lok Dal - RLD,2,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Uttar Pradesh
2073,Rashtriya Lok Dal - RLD,2,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Uttar Pradesh
2074,Rashtriya Lok Dal - RLD,2,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Uttar Pradesh
2075,Rashtriya Lok Dal - RLD,2,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Uttar Pradesh
2076,Rashtriya Lok Dal - RLD,2,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Uttar Pradesh
2077,Rashtriya Lok Dal - RLD,2,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Uttar Pradesh
2078,Rashtriya Lok Dal - RLD,2,Pilibhit(26),JITIN PRASADA,607158,164935,Uttar Pradesh
2079,Rashtriya Lok Dal - RLD,2,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Uttar Pradesh
2080,Rashtriya Lok Dal - RLD,2,Hardoi(31),JAI PRAKASH,486798,27856,Uttar Pradesh
2081,Rashtriya Lok Dal - RLD,2,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Uttar Pradesh
2082,Rashtriya Lok Dal - RLD,2,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Uttar Pradesh
2083,Rashtriya Lok Dal - RLD,2,Lucknow(35),RAJ NATH SINGH,612709,135159,Uttar Pradesh
2084,Rashtriya Lok Dal - RLD,2,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Uttar Pradesh
2085,Rashtriya Lok Dal - RLD,2,Kanpur(43),RAMESH AWASTHI,443055,20968,Uttar Pradesh
2086,Rashtriya Lok Dal - RLD,2,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Uttar Pradesh
2087,Rashtriya Lok Dal - RLD,2,Jhansi(46),ANURAG SHARMA,690316,102614,Uttar Pradesh
2088,Rashtriya Lok Dal - RLD,2,Phulpur(51),PRAVEEN PATEL,452600,4332,Uttar Pradesh
2089,Rashtriya Lok Dal - RLD,2,Baharaich(56),ANAND KUMAR,518802,64227,Uttar Pradesh
2090,Rashtriya Lok Dal - RLD,2,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Uttar Pradesh
2091,Rashtriya Lok Dal - RLD,2,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Uttar Pradesh
2092,Rashtriya Lok Dal - RLD,2,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Uttar Pradesh
2093,Rashtriya Lok Dal - RLD,2,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Uttar Pradesh
2094,Rashtriya Lok Dal - RLD,2,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Uttar Pradesh
2095,Rashtriya Lok Dal - RLD,2,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Uttar Pradesh
2096,Rashtriya Lok Dal - RLD,2,Deoria(66),SHASHANK MANI,504541,34842,Uttar Pradesh
2097,Rashtriya Lok Dal - RLD,2,Bansgaon(67),KAMLESH PASWAN,428693,3150,Uttar Pradesh
2098,Rashtriya Lok Dal - RLD,2,Varanasi(77),NARENDRA MODI,612970,152513,Uttar Pradesh
2099,Rashtriya Lok Dal - RLD,2,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Uttar Pradesh
2100,Rashtriya Lok Dal - RLD,2,Saharanpur(1),IMRAN MASOOD,547967,64542,Uttar Pradesh
2101,Rashtriya Lok Dal - RLD,2,Sitapur(30),RAKESH RATHOR,531138,89641,Uttar Pradesh
2102,Rashtriya Lok Dal - RLD,2,Rae Bareli(36),RAHUL GANDHI,687649,390030,Uttar Pradesh
2103,Rashtriya Lok Dal - RLD,2,Amethi(37),KISHORI LAL,539228,167196,Uttar Pradesh
2104,Rashtriya Lok Dal - RLD,2,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Uttar Pradesh
2105,Rashtriya Lok Dal - RLD,2,Barabanki(53),TANUJ PUNIA,719927,215704,Uttar Pradesh
2106,Rashtriya Lok Dal - RLD,2,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Uttar Pradesh
2107,Rashtriya Lok Dal - RLD,2,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Uttar Pradesh
